Location_Coordinates,Hospital_Name,Address_Original_First_Line
"13.0997431, 77.57463","S B Medical Centre,","No.2558 4Th Main 16Th Cross Road , Newtown Yelahanka"
"13.0964406, 77.5792259",Sankalpa E.N.T Care Centre,"No.762, 7Th `A`Main, `A`Asector, Yelahanka New Town"
"13.1001803, 77.5958446",Saraswathi Poly Clinic,"Hospital Road, Yelahanka"
"13.047854, 77.636016",Shushrusha Nursing Home,Bb Road Yelahanka
"13.1040221, 77.6073011",Sri Maruthi Hospital,"50, Kondappa Garden, Kogilu Road, Maruthi Nagar Yelahanka"
"35.2493485, -95.2377067",Pushpa Nursing Home,"284, Main Road, Whitefield"
"12.9254533, 77.546757",Anyuta Hospital,"#73, Kanakapura Road, Ioc Petrol Bunk Complex, Banashankari"
"12.907814, 77.6413392",Banashankari Referal Hospital,"17Th, Main,27Th Cross, Banashankari 2Nd Stage,  South"
"12.9251789, 77.564693",Bangalore Nethralaya,"# 945, 21St Main, Banashankari, 2Nd Stage, Near B.D.A Complex"
"12.917938, 77.555796",Bkf Chande Nephro Urology Centre Nurtrust,"Ca 6, 15Th Main 11Th Cross, Padmanabha Nagar"
"12.917936, 77.5578222",D.G. Hospital,"274 / 275, M K Puttalingaiah Road, Padmanabhanagar, Padmanabhanagar"
"12.9241963, 77.5731766",Dr. Vidyananda's Surgery and Dia Centre,"2269, 22Nd Cross K R Road, K.R.Road"
"12.9309404, 77.5837177",Excel Care Hospital,"#3/2, 27Th Cross, Banashankari 2Nd Stage,Near Brigade Software Park"
"12.9199035, 77.5604755",Hillside Hospital,"No. 113, 4Th Cross, R. K. Layout, Padmanabhanagar"
"12.9161312, 77.5548261",Maharaja Agrasen Hospital,"15Th Main, 17Th Cross Padmanabhanagar"
"12.919731, 77.575085",Netra Enterprises Prabhu Eye Clinic and Research Center,"504, 40Th Cross Road, Jayanagar 8Th Block 8Th Block"
"12.9161929, 77.5774844",Prema Nursing Home,"7/32, 47Th Cross, Ist Main Road , , 8Th Block , Jayanagar"
"12.9248711, 77.5662406",Saraswathi Hospital,"# 39, 17Thc Cross, 8Thb Main, Banashankari Ii Stage"
"12.9217594, 77.5706784",Sevakshetra Hospital,"B 70, 27Th Cross Banashankari 2Nd Stage Banashankari"
"12.9291952, 77.5684901",Sri Vivekananda Sevashrama,"No. 39, 8Th B Main Raod, Bsk 2Nd Stage"
"12.9235397, 77.5730617",Sridevi Nursing Home,"No. 726, 23Rd Cross,B.S.K. Ii Stage"
"12.920373, 77.559733",Yogananda Medical and Research Centre,"No. 277, M.K. Puttalingaiah Road, Padmanabha Nagar"
"12.9552245, 77.6428066",Ayurvaid Hospital,"No 230, Amarjyothi Layout Domlur"
"12.9263368, 77.5840064",Vital Medi Health Care Pvt Ltd,"270, 3Rd Cross, Domlur 2Nd Stage"
"12.9726365, 77.6485734",Bharghavi Reddy Women and Children Hospital,"#79, New Thippasandra Main Road, Hal Iii Stage, Via: Indiranagar 80Ft Road"
"12.978512, 77.5108822",Brinda Hospital,"No.4, 5Th Block,2Nd Stage Nagarabhavi"
"12.9745975, 77.5129877",Deepashri Hospital,"No. 86, 2Nd Main,16Th D Cross,Malagala,Inner Ring Road,Underpass, Nagarabhavi 2Nd Stag"
"12.980664, 77.5306031",Dhanush Hospital,"#63, 2Nd Main, Byraveshwara Nagar,2Nd Main , Nagarbhavi Main Road"
"12.9650486, 77.5168536",Panacea Hospital Nagarbhavi ( A Unit Of Pan Nagarbhavi Hospital Pvt.Ltd.) - Bangalore,"#611, 612, Nagarbhavi Main Road, 2Nd Stage, Vinayaka Layout Near Nagarbhavi Circle"
"23.223396, 77.4334193",Scan Point Diagnostics,"40, 1St Floor, Bda Complex"
"12.9590918, 77.5192061",Shridevi Hospital,"No-14, Maruthi Nagar, Nagarabhavi Main Road"
"12.9590918, 77.5192061",Sri Maruthi Hospital,"No. 14, Maruthi Nagar Nagarabhavi Main Road"
"12.9226602, 77.6036491",Sumati Hospital,"38,4Th Main. N.S. Palya, Btm 2Nd Stage. Bannerghatta Road"
"12.8388552, 77.6587124",Unity Lifline Hospital Pvt Ltd,"No 193, So Feet Road, 2Nd Block 2Nd Stage"
"13.051161, 77.5073215",Sri Maruthi Nursing Home,"No. 37/8, Bagalagunte Bus Stop, Hesaraghatta Main Road"
"12.9738235, 77.6522191",Kakde Nursing Home,"# 1034 , Church Road, New Thippasandra, Hal Iii Stage"
"12.8904239, 77.5972383",Aditi Maternity and Genral Nursing Home,"No 78,Arekere Mico Layout,Bannerghatta Road Bangaloe"
"12.8982878, 77.6002863",Anand Clinic,"Bilekahalli, Bannerghatta Road"
"12.8886431, 77.5972884",Divakar's Global Hospital,"8-B, Bannerghatta Road"
"12.9163093, 77.6137701",Gangothri Hospital,"No.27, Kuvempunagar, B.T.M.Layout, 100 Ft. Ring Road"
"12.9146677, 77.5998379",North Star Maternity and Nursing Home,"No. 4, Sarakki Industrial Estate, 3Rd Phase, J.P.Nagar, Bannerghatta Road"
"12.9254533, 77.546757",Sagar Hospital,"Shavige Malleshwara Hills, Kumaraswamy Layout, Banashankari,  Banashankari"
"12.9054958, 77.6035809",Sakhi Hospital (A Unit Of Prasad Healthcare Services),"123, 7 Th Cross Dollas Colony,Billekhalli,Off Bannerghatta Road,Btm Stage Ii"
"12.91509, 77.6238253",Sri Sai Ram Hospital - Bangalore,"# 33, Bannerghatta Road (Service Road), B.T.M.Layout B.T.M. Layout 2Nd Stage"
"12.9864565, 77.5395269",Vinayaka Nethralaya,"# 68, 1St Floor, 100 Ft. Ring Road, 2Nd Stage, B.T.M. Layout"
"13.0660282, 77.6419478",Sri Sai Nursing Home and Diagnostic Laboratory,K.Naraynapura Main Road
"12.9128912, 77.5787769",Bharath Nursing Home,"No.1402, Sarakkigote, Kanakapura Main Road"
"12.9099647, 77.5925166",Divakars Global Hospitals,"No 220 9Th Cross,2Nd Phase J P Nagar J P Nagar"
"12.9055516, 77.578558",Green City Hospital,"#726, 17Th Cross, 6Th Phase, J.P. Nagar"
"12.9073191, 77.5730864",Oxford Hospital,"No. 1364, 1St Stage, Sarakki Gate, Kanakapura Road, Jp Nagar"
"12.9126861, 77.5913539",Rag HospitalandMaternity Centre,"1635/A,17Th Main J.P Nager"
"12.8978624, 77.5845084",Rajalakshmi Multispeciality Hospital,"76-1-1, V R Layout Jp Nagar"
"12.9109937, 77.5787234",Rajshekhar Hospital,"No 21, 9Th Cross B-78 Jp Nagar"
"12.9099647, 77.5925166",Ravindranath Ge Medical Associates Pvt Ltd,"No.220, 9Th Cross, J.P.Nagar 2Nd Phase"
"12.906406, 77.5958928",Shekar Nethralaya,"633, 100 Ft Ring Road Phase Iii Jp Nagar"
"12.9057693, 77.562969",Swathi Galaxy Hospital,"1764, 14Th Main,1St Stage,Kumaraswamy Layout,Bengaluru"
"12.8769547, 77.5827175",T.R.Hospital,"Kothanur Dinne Main Road,Sapthagiri Layout,OppositeFabricana Factory,J.P.Ngar,8Th Phase"
"12.999754, 77.550445",Ananya Hospital Pvt.Ltd.,"389/44,19Th Main, Rajajinagar I Block"
"12.9671984, 77.523846",Anugraha Hospital,"No 18/2, 1St Cross, M.C. Layout, Vijayanagar"
"12.9916919, 77.5384217",Aruna Netralaya,"#313, 3Rd Stage,4Th Blk,Siddiah Puranik Rd,Basaveshwaranagar"
"13.0304978, 77.5522692",Chord Road Hospital Pvt. Ltd.,"No.100, Lic Colony ,West Of Chord Rd, Basaveshwaranagar"
"12.9941257, 77.5508542",Dr Raos Maternity Hospital,"No 370.371,I Stage West Of Cord Road"
"12.98061, 77.538619",Jeevani Health And Medicare Pvt Ltd,"No 11/2, Magadi Main Road Agrahara, Dasarahalli Dasarahalli"
"12.9918208, 77.5331332",Matru Nursing Home And Trauma Care Centre,"425/A, 6Th Main Road 3Rd Stage, 3Rd Block Basaveshwara Nagar"
"12.9911107, 77.5419514",Panacea Hospital Pvt Ltd,"No 334, 8Th Main, 3Rd Stage Siddaiahpuranik Road Bashaveswanagar"
"12.9907346, 77.5319638",Sneha Ent Hospital,"175,1St Stage Beml Lay Out,Basaweswara Nager"
"12.9946105, 77.5396558",Trupti Nursing Home,"No. 463, 1St Block, 3Rd Stage, Dr.Siddaiah Puranika Road, Basaveshwaranagear"
"12.9304325, 77.5497613",Vathsalya Speciality Hospital,565 Iii Stage 4Th Block
"12.9958829, 77.5335329",Vijaya Hospital,"4,Kirloskar Colony, Basaveshwaranagar"
"12.98061, 77.538619",Vivus West Multi Speciality Hospital,"No. 11/2, Magadi Main Road, Agrahara Dasarahalli"
"12.8453374, 77.5881445",Banashankari Hospital,"Weavers Colony Main Road, Bannerghatta Road"
"12.856699, 77.5888559",Vijayashree Hospitals,"#3, Gottigere, Bannerghatta Main Road,Near Gottigere Bus Stand"
"13.1004849, 77.5940134",Ashwini Hospital,"Opposite To Bdk Kalyana Mantapa,Santhe Circle, Old Town,Yelahanka"
"13.0127953, 77.6374848",R K Hospital,"No. 31, Kammanahalli Main Road Nr.Venkateswara Ent"
"13.0173829, 77.6335474",Sathya Hospital,"No.45 Kamanahalli Main Road C.Ramiah Layout , St. Thomas Town Post"
"12.9272547, 77.5469082",Abhaya Eye Hospital,"# 77, 110 Feet Ring Road, Bsk Iii Stage"
"12.9367161, 77.6263761",Abhilash Hospital And Sara Rehabilitation Centre,"#271, 5Th Block, 100 Feet Road, 3Rd Phase, Banashankari"
"12.9254533, 77.546757",Aditya Netralaya - Bangalore,"# 244,7Th Cross Vi Block.Iii Phase Iii Block, Banashankari"
"12.9289462, 77.5519962",Ashwini Hospital,No. 129 Kathriguppa Bsk Iii Stage
"12.9400567, 77.5529916",Gururaja Nursing Home,"#566, 1St Main Road , Nagendra Block ,B S K 3Rd Stage"
"12.9063, 77.5739063",K.S. Hospital,"No-5,100, Feet Ring Road, Hosakerehalli ,B.S.K 3Th Stage"
"12.9234955, 77.5548886",Prabha Eye Clinic and Research Center,"C.A Site No 1, 2 Cross, 2 Main, 7Th Block, Banashankari"
"12.9244526, 77.5510029",Ring Road Hospital,"#129, 1 Main Road, Kattriguppe, Banashankari Iii Stage"
"12.8908145, 77.6142499",Sg Hospital,"30, 2Nd Cross Anjaneya Nagar, 3Rd Stage Banashankari"
"12.9553664, 77.5390317",Shalini Nursing Home,"63, 6Th Main, Bda Layout, Avalahalli, Bsk Iii Stage"
"12.9419237, 77.5469674",The Pulse Multi Speciality Hospital,"5/81, 50 Feet Road, 20Th Main Road, Muneshwara Block, Girinagar"
"12.9236831, 77.5539892",Udhbhava Hospital,"No:114, 100 Feet Ring Road, 3Rd Stage Banashankari"
"12.9347488, 77.5728361",Vittala International Institute Of Ophthalmology,"#1,2Nd Cross, 2Nd Main,7Th Block, Banashankari 3Rd Stage, Hosakerehalli"
"12.941633, 77.5923327",Dr Satturs Hospital,"Iii West Of Chord Road , Opposite 1St Block Rajajinagar , Mahalakshmipuram"
"13.0118126, 77.5518994",Fortis Hospitals Limited,"111, West Of Chord Road, Mahalakshmipuram, Rajajinagar I Block"
"12.9407598, 77.5515289",Namratha Nursing And Maternity Home,"158, 6Th Main Road 4Th Stage, Ii Phase West Of Chord Road"
"12.9978747, 77.546252",Padmabhushan Dr Mc Modi Charitable Eye Hospital,Dr Mc Modi Road Near West Of Chord Road Mahalakshmi Puram Layout
"13.0070025, 77.5556028",Pragathi Nursing Home,"No. 674/A, 10Th Cross, 5Th Main, W O C Road 2Nd Stage, Mahalakshmi Puram"
"13.008245, 77.546926",Sangolli Nursing Home,"#270/2, 4Th Main, Mahalakshmi Layout"
"12.9999003, 77.5448589",Sneha Nursing Home,"76/1, 11Th Cross Mahalakshmipuram West Of Chord Road"
"12.9325662, 77.6125214",Sri Venkateshwara Hospital,"86 Hosur Main Road , Madivala"
"13.0576551, 77.5932891",Cauvery Medical Center Limited,"No 43/2, Nh - 7, Bellary Road, Sahakara Nagar,  Kodigehalli Gate"
"13.0575359, 77.5897606",Goldfinch Hospital,"No-150/24, Kodigehalli Main Road, Maruthinagar"
"13.0628571, 77.5922138",North Side Hospital And Diagnostic Centre,"8 G Block,60Feet Road ,Shahakar Nagar"
"13.0282801, 77.5861075",Sankara Nethralaya,"43 Bellary Road, Bengluru, Bengluru"
"12.9832113, 77.6751206",Shakthikrupa Nursing Home,"# 20, 1St Floor, 17 Th A Cross, Kaggadasapura Main Road C. V. Raman Nagar"
"12.982531, 77.6799123",Sree Lakshmi Hospital,21St Cross Kaggadasapura Main Road C V Raman Nagar
"13.0262299, 77.5768601",Nethra Eye Hospital,"8, Poojary Layout, 80Ft. Road, Rmv Iind Stage,Sanjaynagar"
"12.994369, 77.5298954",Raj Mahal Vilas Hospital,"No.138, Aec Layout, Sanjay Nagar"
"13.0352063, 77.5752036",S. J. Hospital,"No.2, Ngef Layout, Sanjaynagar Main Road"
"12.9369154, 77.6407258",Acura Speciality Hospital,"No,435,18Th Main 6Th Block (Near Indoor Stadium) Koramangala"
"12.9279232, 77.6271078",Apollo Koramangla Cradle Limited,"No.58, 5Th Cross,18Th Main,Dhanalakshmi Bank Bldg,' 6Th Bolck, Koramangala"
"12.9427798, 77.6162023",J P Dental Clinic,"#639,2-C Main, 8Th Block,Koramangala"
"12.9336702, 77.615816",The Apollo Clinic,"No.51, Jyothi Nivas Colleges, 5Th Block, Kormangala"
"12.9361155, 77.61584",Vaatsalaya Hospital,"No. 1, 2Nd Cross, 5Th A Block, Koramangala"
"13.0103904, 77.538296",Dr Varmas Jyothi Prasad Nursing Home Pvt Ltd,"Nandini Layout, Saraswati Puram"
"13.0159906, 77.5338233",J.P.Nursing Home,"#4,Sfhs,Next To Nandini Layout"
"13.0145722, 77.5307965",Nandini Layout Meternity Home,"Jai Bhuvaneshwarnagar, Nandini Layout,  South"
"13.008932, 77.540603",Shankara Nethralaya Eye Hospital,"41-42/5 7Th Cross, Saraswathipuram, Nandini Layout, Main Road"
"13.0241842, 77.6497088",Ketham`S Hospital Pvt. Ltd,"# 50/2, Vidyaranyapura, Nanjappa Main Road"
"13.0688367, 77.5580402",Kruthika Hospital,"Nanjappa Road, Vidyaranna Pura Main Road"
"13.0735607, 77.5569874",Naggapa Hadli Hospital,"M S Palya Circle, Vidyaranyapura Road"
"13.0965073, 77.5420588",Rajalakshmi Hospital,"#21/1, Lakshmipura Main Road,Vidyaranyapura,Opposite Lakshmipura Lake"
"13.0777239, 77.5569265",Soukya Hospital,"17, Nti Layout, Vidyaranyapura"
"12.9294443, 77.5173072",Rc Hospital,"No. 484/A, Ideal Homes Township,18Th Main Rd.Rajarajeshwarinagar"
"12.9094624, 77.5335675",Sudhanva Health Care,"No-1406, 8Th Main, 7Th Cross 5Th Stage, 1St Phase,Beml Layout, Rajarajeswaringar"
"12.9015198, 77.5596242",Vasan Eye Care Hospital,"#483, 16Th Cross 18Th Main , Rajarajeshwari Nagar"
"12.9108829, 77.604587",Asian Speciality Hospital(A Unit Of Orch Hospital and Healthcare Services Ltd),"11/A 9Th Main, 13Th Cross 6Th Sector Hsr Layout Outer Ring Road"
"12.9114126, 77.6643146",Bmax Hospital India Pvt Ltd,"No. 120/4, Haralur Road, Off Sarjapur Road, H S R Layout Post"
"12.9153707, 77.5621065",Orch Hospital and Healthcare Services,"11A.9Th Main, 13Th Cross, Sector-6 Hsrlayout, Outer Ring Road"
"12.967283, 77.5447472",Sri Kalabyraveshwara Swamy Ayurvedic Medical Colle,"No. 10 Pipeline Road, R.P.C. Layout, Vijayanagar"
"12.7105259, 77.6911295",Aditi Hospital,"Gandhi Sqare, , Newpet,Anekal"
"12.708095, 77.6976763",Bhavana Nursing Home,"Mysore Bank Road, Anekal Town"
"36.778261, -119.4179324",Y K Hospital,"C A Plot 65 Ring Road, Jigani Industrial Area"
"12.7409127, 77.8252923",N.R. Hospital,"Hosur-  Highway, Near Check Post, Atttibele"
"12.9576756, 77.2261452",Taluk Hospital Magadi,"Magadi,Ramanagara ric"
"13.151907, 77.612743",Krishnadevaraya Hospital And Research Centre,"Sir Mvit Campus, Hunasamarana Halli, Yelahanka"
"12.9309785, 77.6199608",St.John's Medical College Hospital,"Sarjapur Road, John Nagar, Koramangala"
"12.9279232, 77.6271078",CGHS Dispensary No.7,"CGHS Dispensary No.7, Koramangala, CPWD\nQuarters, Koramangala"
"12.9609857, 77.6387316",CGHS Dispensary No.8,"CGHS Dispensary No.8, Domlur, CPWD Quarters, Domlur"
"30.5781488, -91.1700371",Aayugs Multispeciality Hospital,"#477, 1st Main, B Block"
"12.9247325, 77.6186378","Abhaya Eye Hospital, Super Speciality Eye Care Centre","# 77, 100 Ft.Ring Road, B.S.K.3rd Stage, 5th Block"
"13.1042445, 77.5713193",Abhishek Netradhama,"HIG 2024, 3rd B Cross, B Sector, Opposite national public school, Near SBI Bank Yelahanka new town"
"12.9279232, 77.6271078",Acura Speciality Hospital,"435, Acura Hospital, 18th Main, 6th Block, Koramangala"
"12.9167863, 77.5851803",Apollo Bengaluru Cradle Limited,"No.25, 46th Cross, 5th Block, Jayanagar"
"12.9587626, 77.5235076",Apollo Speciality Hospital,"21/2, 14th Cross, 3rd Block, Jayanagar"
"12.7943073, 77.7064163",Athreya Hospital,"6/2 B, Opposite Suryanagara, Phase 1, Chandpura, Anekal Main Road"
"12.9715987, 77.5945627","Bengaluru Hospital, Susruta Medical Aid And\nResearch Home Limited","202, R.V.Road"
"12.9715987, 77.5945627",Bengaluru Kidney Stone Hospital,Hudson Circle
"12.9715987, 77.5945627",Bengaluru West Lions Hospital,J.C.Road
"12.9911307, 77.5937662",Bhagawan Mahaveer Jain Heart Centre,"No.17, Millers Road, Vasantha Nagar"
"12.911103, 77.57314",Bharath Nursing Home,"No 1402, Sarakki Gate, J P Nagar, 1st Phase, K.P.Main Road"
"12.9761414, 77.5326436",Bharathy Hospital,"4, Nagarbhavi Main Road, Prasanthnagar"
"12.9782591, 77.6448425",Chinmaya Mission Hospital,"1st stage, Indiranagar"
"12.9783012, 77.6379484",Chinmaya Narayana Super Specialty Centre,"C.M.H.Road, Indiranagar, 2nd Stage"
"12.9956355, 77.5504955",Chord Road Hospital Pvt Ltd,"#100/101, Lic Colony West Of Chord, Basaveshwaranagar"
"12.933863, 77.584263","Cloud Nine, Jayanagar","#1533, 9th Main,\n3rd Block, Jayanagar"
"12.9714646, 77.5815375",D.G.Hospital,Padmanabhanagar
"12.9279232, 77.6271078",Devi Eye Hospital,"#434, 18th Main, 80 Feet Road, 6th Block, Opposite Koramangala Bus Depot, Koramangala"
"12.958047, 77.5341765",Divya Drishti Eye Hospital,"#966/ 22, Service Road, RPC Layout, Vijayanagar, Opposite Syndicate Bank"
"13.0256425, 77.6366197",Dr.Zamindar Microsurgical Eye Centre,"No.1013, 1st Block, 3 Rd Cross, Hrbr Layout, Kalyan Nagar"
"13.025502, 77.5576219",Dr. T.V.Ramesh Piles Hospital,"1st Main Road, 7th Cross, Ganganagar"
"12.920683, 77.556885","Fortis Hospital, Nagarbhavi","No 23, 80 Feet Road, Gurukrupa Layout"
"12.933219, 77.5815604",Garden City Hospital,"132/18, 22nd Cross, Jayanagar, 3 rd Block"
"12.974333, 77.542641",Gayathri Hospital,"# 91, Magadi Chord Road"
"12.953321, 77.531756",HCG Bengaluru Institute Of Oncology,"44-45/2, 2nd Cross Raja Ram Mohan"
"12.9350101, 77.6312173","HCG, Koramangala","# 88, 17th, A Main, 2nd Cross, 5th Block, Koramangala"
"12.927046, 77.579154",Hi Tech Kidney Stone Hospital,"#240, 32nd Cross, 7 Th Block"
"12.9917169, 77.5664805",Hitech Kidney Stone Hospital,"No.6/7, Crescent Road Cross, Kumar Park East"
"13.1004849, 77.5940134",I-Aim Healthcare Centre,"74/2, Jarakabande Kaval (Behind CRPF Campus), Post Attur, Via Yelahanka"
"12.9993935, 77.540421",Jayashree Multispeciality Hospital,"#25, 26, 27, 1st Cross Block"
"12.98061, 77.538619",Jeevani Health And Medicare Private Limited,"No.11/2, Magadi Main Road, Agrahara Dasarahalli"
"12.9656578, 77.5652661",Karthik Nethralaya,"89, 7th cross, N R Colony, Near Bull temple"
"13.0082512, 77.5632061",Kids Clinic India Pvt.Ltd.- Cloudnine,"No.47, 11th Main, 17th Cross, Malleshwaram"
"12.9204899, 77.5515107",Kusuma Hospital,"237 / 37, 10 Th Main, Nagendra Block"
"12.9785849, 80.2320987",Lalitha Healthcare Pvt.Ltd.(A Fortis Network Hospital),"No - 65, 1st Main, Seshadripuram"
"13.0344064, 77.5682976",M.S. Ramaiah Memorial Hospitals(Only For Corporate),"M S R I T Nagar, New Bel Road"
"12.945783, 77.59732",M.G. Speciality Health Care (A Unit Of Mgmi Hospitals(India) Pvt Ltd),"#5/2, 13th Cross, Hosur Road, Wilson Garden"
"13.0410322, 77.3914939",M.S. Ramaiah Harsha Hospital,"193/4m Sondekoppa Circle, N.H.-4, Nelamangala"
"17.3337789, 77.9034879",M.S.R.Narayana Hrudayalaya,M.S.Ramaiah Memorial Hospital
"12.9931308, 77.5728546",Mahaveer Eye Hospital Private Limited,"No.02, Sirur Park Road, Seshadripuram"
"12.9851615, 77.5803852",Mallige Medical Centre,"31/32, Crescent Road"
"12.946587, 77.5722657",Medikeris Superspecaility Ent Centre,"No-9/91, Govindappa Road, Basavana Gudi"
"36.778261, -119.4179324",Narayana Multispeciality Hospital(A Unit Of Narayana Hrudayalaya Pvt Ltd),"Ca Site No 1, Basant Health Centre Building, 18th Main, Opposite Hsr Club"
"13.011531, 77.552046",Narayana Nethralaya\n,"No.121/C, Chord Road, Rajajinagar 1st `R`Block"
"12.933267, 77.584489",Nature Cure Hospital,"No.1537/1, 9th Main Road, 3rd Block, Jayanagar"
"28.4689118, 77.1411003",Neha Prakash Hospital,"# 8, V Phase, 6th Cross, New Town"
"12.925255, 77.577359",Nethradhama Super Speciality Eye Hospital,"# 256/14, Kanakapura Main Road,\n7th Block, Jayanagar"
"12.97344, 77.635628",Nethradhama Superspeciality Eye Hospital,"# 66, Indiranagar Double Road, Hal 2nd Stage"
"13.0067174, 77.5814238","Nova Medical Center, Sadashiv Nagar","No 222/14, 5 Th Main Bellary Road, Sadashivnagar"
"12.9091748, 77.597458",Nu Hospitals,"C.A.6, 11th Cross, 15th Main, Padmanabhanagar"
"13.0122294, 77.6050075",Padmabhushan Dr.M.C.Modi Charitable Eye Hospital,"Dr.M.C.Modi Road, Mahalakshmipuram"
"12.9617571, 77.5216056","Panacea Hospital, Nagarabhavi","# 611 /612, Nagarabhavi Main Road"
"12.9935833, 77.5342741",Panacea Hospitals Private Limited,"334, 3rd Stage, 4th Block, Basaveshwaranagar"
"12.8594543, 77.5917489",Parimala Speciality Hospital,"12/13, Bilekahalli, Bannerghatta Road"
"13.1582339, 77.32569",People Tree Hospitals,"# 2, Tumkur Road, Goreguntepalya"
"12.919731, 77.575085",Prabha Eye Clinic and Research Centre,"504, 40th Cross Road, Jayanagar"
"12.9216826, 77.6200305",Prashanth Hospital,"90-D, Bommanahalli Circle, Hosur road"
"12.9978747, 77.546252",Pristine Hospital,"No.877, Modi Hospital Road, West of Chord Road, II Stage Extension"
"12.9862578, 77.5374814",Punya Hospital,"# 52 /10 80 Ft Road, Khb Colony Basaveshwaranagar"
"12.9861693, 77.5348568",Raksha Multispeciality Hospital,"# 141/142, 1st Main, Krishnandanagar, Khb Colony"
"12.9594745, 77.560953",Ravi Kirloskar Memorial Hospital,"No.19, 2nd Main Road, 1st Phase, Peenya Industrial Area"
"12.9567051, 77.5626974",Retina Institute Of Karnatakaa,"# 122, 5th Main Road, Chamarajpet"
"12.9254533, 77.546757",Sagar Hospitals,"DSI, Shavige Malleshwara Hills, Kumaraswamy Layout, Banashankari"
"13.0073714, 77.5601893",Samprathi Eye Hospital And Squint Centre,"# 111 Railway Parallel Road, 7 Th Cross, Kumara Park (W)"
"12.9187631, 77.6449186",Sankalp Netralaya and Polyclinic,"#85/1, 19th Main Hsr Layout, Sector 1"
"12.9583404, 77.7155779",Sankara Eye Hospital,"Varthur Main Road, Kundalahalli Gate, Marahahalli-White Field Road"
"13.0730767, 77.5030755",Sapthagiri Hospital,"# 15, Hesaraghatta Main Road"
"13.0506057, 77.5118463",Sarojini Hospital,"39/2, Yash Avenue, 8th Mile Circle, Nh 4, T.Dasarahalli"
